step,stage,displacement_from_start,cumulative_motion_proxy,top5_feature_mean,top20_feature_mean,contact_force,action_translation_norm,any_safety_event,future_safety_event,case,episode_id,suite,episode_progress_norm
188,0.31385642737896496,0.49743053,0.42868406,0.0,0.0,187.92554,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
189,0.31552587646076796,0.4972741,0.42988026,0.0,0.0,10.491306,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
190,0.31719532554257096,0.49756745,0.43072215,0.0,0.0,167.52568,0.9249804,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
191,0.31886477462437396,0.49777216,0.43337688,0.0,0.0,0.6561571,0.92578393,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
192,0.32053422370617696,0.49872053,0.43544617,0.0,0.0,169.90338,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
193,0.32220367278797996,0.4982174,0.43802443,0.0,0.0,0.65171975,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
194,0.32387312186978295,0.49975926,0.44093394,0.0,0.0,512.47174,0.9689952,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
195,0.32554257095158595,0.49970338,0.4417339,0.0,0.0,15.768844,0.22001764,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
196,0.327212020033389,0.5003715,0.4430082,0.0,0.0,147.24141,0.48780727,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
197,0.328881469115192,0.500279,0.4439453,0.0,0.0,65.20644,1.1530949,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
198,0.330550918196995,0.50085586,0.4450708,0.0,0.0,143.36696,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
199,0.332220367278798,0.5008516,0.4452565,0.0,0.0,198.61443,1.0789356,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
200,0.333889816360601,0.50050527,0.4458176,0.0,0.0,3.736297,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
201,0.335559265442404,0.50113654,0.44717568,0.0,0.0,11.276119,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
202,0.337228714524207,0.50135237,0.4478984,0.0,0.0,125.558624,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
203,0.33889816360601,0.5013912,0.44804177,0.0,0.0,108.46776,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
204,0.34056761268781305,0.5016768,0.4493459,0.0,0.0,235.9557,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
205,0.34223706176961605,0.5017509,0.4503917,0.0,0.0,0.7260357,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
206,0.34390651085141904,0.50196725,0.45120803,0.0,0.0,0.36565405,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
207,0.34557595993322204,0.50228894,0.45186514,0.0,0.0,130.35272,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
208,0.34724540901502504,0.50200975,0.45269012,0.0,0.0,469.61588,0.8724259,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
209,0.34891485809682804,0.5013962,0.4537522,0.0,0.0,0.47587454,0.9967997,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
210,0.35058430717863104,0.5011462,0.4561444,0.0,0.0,0.33792278,0.8724259,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
211,0.35225375626043404,0.5013452,0.45741442,0.0,0.0,0.33702266,0.8724259,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
212,0.35392320534223703,0.50136596,0.4581489,0.0,0.0,0.33858114,0.92034066,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
213,0.3555926544240401,0.50119716,0.45852223,0.0,0.0,0.48117965,0.8724259,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
214,0.3572621035058431,0.5012843,0.46035263,0.0,0.0,50.310856,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
215,0.3589315525876461,0.50192297,0.4617114,0.0,0.0,286.28116,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
216,0.3606010016694491,0.50144374,0.46488726,0.0,0.0,19.985664,0.8724259,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
217,0.3622704507512521,0.5030554,0.4673758,0.0,0.0,523.641,0.21222067,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
218,0.3639398998330551,0.5029037,0.46925798,0.0,0.0,4.118913,0.9518754,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
219,0.3656093489148581,0.5031985,0.47025257,0.0,0.0,42.645836,1.007861,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
220,0.3672787979966611,0.5029013,0.47371966,0.0,0.0,0.7161723,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
221,0.36894824707846413,0.504157,0.4763324,0.0,0.0,362.5691,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
222,0.37061769616026713,0.5042358,0.4780099,0.0,0.0,1.1080798,0.97328526,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
223,0.3722871452420701,0.50402516,0.4787994,0.0,0.0,32.161194,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
224,0.3739565943238731,0.5044317,0.4797363,0.0,0.0,285.5322,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
225,0.3756260434056761,0.50432277,0.4801733,0.0,0.0,0.6832495,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
226,0.3772954924874791,0.50482345,0.48122346,0.0,0.0,108.77987,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
227,0.3789649415692821,0.5054987,0.48257905,0.0,0.0,156.97554,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
228,0.3806343906510851,0.5056681,0.48285344,0.0,0.0,114.406334,0.92234635,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
229,0.3823038397328882,0.50653625,0.48543796,0.0,0.0,0.9321672,0.9499986,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
230,0.38397328881469117,0.50790197,0.48751026,0.0,0.0,0.6020126,0.9499986,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
231,0.38564273789649417,0.508718,0.49223036,0.0,0.0,0.1250898,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
232,0.38731218697829717,0.51071197,0.49516702,0.0,0.0,279.24966,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
233,0.38898163606010017,0.5109164,0.49558675,0.0,0.0,42.562183,0.95153904,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
234,0.39065108514190316,0.5112205,0.49625322,0.0,0.0,4.5776806,0.95153904,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
235,0.39232053422370616,0.51239544,0.497948,0.0,0.0,626.72943,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
236,0.39398998330550916,0.5120206,0.49855396,0.0,0.0,0.33158258,0.55123055,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
237,0.39565943238731216,0.5123307,0.4989559,0.0,0.0,0.33806273,0.55123055,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
238,0.3973288814691152,0.5132278,0.5002503,0.0,0.0,390.52292,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
239,0.3989983305509182,0.5131044,0.50074816,0.0,0.0,0.3308931,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
240,0.4006677796327212,0.51371753,0.5015769,0.0,0.0,139.65256,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
241,0.4023372287145242,0.5144071,0.502589,0.0,0.0,0.43611896,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
242,0.4040066777963272,0.51451874,0.5027298,0.0,0.0,169.96872,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
243,0.4056761268781302,0.51414376,0.5033366,0.0,0.0,140.31372,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
244,0.4073455759599332,0.5136926,0.50408566,0.0,0.0,49.033714,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
245,0.4090150250417362,0.51344514,0.50448877,0.0,0.0,182.30386,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
246,0.41068447412353926,0.5138945,0.50565594,0.0,0.0,0.33865112,0.9329428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
247,0.41235392320534225,0.5142313,0.50640565,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
248,0.41402337228714525,0.515224,0.5080344,0.0,0.0,153.55196,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
249,0.41569282136894825,0.5150214,0.5087268,0.0,0.0,30.090742,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
250,0.41736227045075125,0.51538515,0.50925046,0.0,0.0,0.37200087,0.93276894,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
251,0.41903171953255425,0.51568335,0.50962204,0.0,0.0,36.61412,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
252,0.42070116861435725,0.51617235,0.51025414,0.0,0.0,41.591908,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
253,0.42237061769616024,0.51641476,0.51058626,0.0,0.0,218.0597,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
254,0.4240400667779633,0.51603246,0.5110873,0.0,0.0,152.87247,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
255,0.4257095158597663,0.51561457,0.51173973,0.0,0.0,124.06111,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
256,0.4273789649415693,0.51595974,0.51227695,0.0,0.0,0.33860898,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
257,0.4290484140233723,0.5165197,0.51307887,0.0,0.0,123.53924,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
258,0.4307178631051753,0.5161795,0.51349366,0.0,0.0,22.828547,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
259,0.4323873121869783,0.5145055,0.5162839,0.0,0.0,262.5537,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
260,0.4340567612687813,0.51477796,0.51708895,0.0,0.0,111.34566,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
261,0.4357262103505843,0.51547796,0.51815665,0.0,0.0,113.13945,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
262,0.4373956594323873,0.5157186,0.51854837,0.0,0.0,110.572624,1.054621,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
263,0.43906510851419034,0.51586044,0.5187412,0.0,0.0,149.66002,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
264,0.44073455759599334,0.51624024,0.5192135,0.0,0.0,0.3386512,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
265,0.44240400667779634,0.5157323,0.51999265,0.0,0.0,0.46100307,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
266,0.44407345575959933,0.51523256,0.5208933,0.0,0.0,0.33575177,1.275245,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
267,0.44574290484140233,0.51393706,0.52375555,0.0,0.0,263.0439,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
268,0.44741235392320533,0.5126143,0.52546775,0.0,0.0,0.33864582,0.9331167,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
269,0.44908180300500833,0.511295,0.5282836,0.0,0.0,154.68903,0.89458555,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
270,0.4507512520868113,0.5092356,0.5315356,0.0,0.0,0.3386512,0.65363216,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
271,0.4524207011686144,0.50794065,0.53409463,0.0,0.0,0.3386512,0.8560414,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
272,0.4540901502504174,0.5064783,0.53732175,0.0,0.0,107.6847,0.9256231,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
273,0.4557595993322204,0.505957,0.53811574,0.0,0.0,0.3386512,1.0811899,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
274,0.4574290484140234,0.5046739,0.5418029,0.0,0.0,491.45575,0.9359515,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
275,0.4590984974958264,0.5032217,0.5442444,0.0,0.0,0.3386512,0.9518754,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
276,0.4607679465776294,0.50312525,0.5454019,0.0,0.0,0.3386512,1.1328366,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
277,0.46243739565943237,0.50301945,0.5468582,0.0,0.0,0.3386512,0.45099604,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
278,0.46410684474123537,0.5021418,0.5475781,0.0,0.0,0.3386512,1.3128814,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
279,0.4657762938230384,0.5032301,0.54892915,0.0,0.0,0.3386512,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
280,0.4674457429048414,0.5026896,0.5505323,0.0,0.0,78.144005,1.3577911,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
281,0.4691151919866444,0.50202763,0.5516135,0.0,0.0,130.31319,1.3128814,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
282,0.4707846410684474,0.5041048,0.5529014,0.0,0.0,0.3386512,0.9580002,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
283,0.4724540901502504,0.5061417,0.55526906,0.0,0.0,38.86763,0.9261428,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
284,0.4741235392320534,0.50563383,0.55613565,0.0,0.0,248.10265,1.0811899,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
285,0.4757929883138564,0.50607336,0.5573013,0.0,0.0,0.3386512,1.0811899,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
286,0.4774624373956594,0.50594974,0.56018895,0.0,0.0,0.3386512,0.98362726,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
287,0.4791318864774624,0.5068518,0.5618054,0.0,0.0,93.20953,1.0550051,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
288,0.48080133555926546,0.5093054,0.56359595,0.0,0.0,166.683,0.8962538,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
289,0.48247078464106846,0.50962806,0.5651482,0.0,0.0,140.59903,1.207565,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
290,0.48414023372287146,0.5090257,0.56653655,0.0,0.0,0.3386512,0.8484788,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
291,0.48580968280467446,0.5082042,0.56766504,0.0,0.0,264.59103,0.43606818,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
292,0.48747913188647746,0.50795025,0.56804854,0.0,0.0,89.42649,0.84967613,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
293,0.48914858096828046,0.5086061,0.56840223,0.0,0.0,0.3386512,0.26076335,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
294,0.49081803005008345,0.509616,0.5696336,0.0,0.0,0.3386512,0.94417703,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
295,0.49248747913188645,0.5080862,0.5721392,0.0,0.0,0.3386512,1.0055747,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
296,0.4941569282136895,0.506925,0.57408404,0.0,0.0,95.31278,0.9022061,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
297,0.4958263772954925,0.5072682,0.57457834,0.0,0.0,109.54658,1.0811899,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
298,0.4974958263772955,0.5075071,0.57486445,0.0,0.0,0.3386512,0.9022061,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
299,0.4991652754590985,0.50567245,0.57856554,0.0,0.0,0.3386512,1.0811899,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
300,0.5008347245409015,0.5049531,0.58049655,0.0,0.0,271.54803,0.99469835,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
301,0.5025041736227045,0.5049394,0.5806893,0.0,0.0,101.750565,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
302,0.5041736227045075,0.50426656,0.58171594,0.0,0.0,0.3386512,0.93038434,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
303,0.5058430717863105,0.50208086,0.5869296,0.0,0.0,0.3386512,0.98647755,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
304,0.5075125208681135,0.50107735,0.590682,0.0,0.0,145.12396,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
305,0.5091819699499165,0.5016519,0.5911963,0.0,0.0,171.647,0.89725995,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
306,0.5108514190317195,0.500774,0.59235185,0.0,0.0,0.3386512,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
307,0.5125208681135225,0.49963152,0.59627557,0.0,0.0,0.3386512,1.0035169,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
308,0.5141903171953256,0.4999324,0.59724665,0.0,0.0,88.898735,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
309,0.5158597662771286,0.4997017,0.5976663,0.0,0.0,0.3386512,0.9245092,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
310,0.5175292153589316,0.49956435,0.59825516,0.0,0.0,0.3386512,0.95669794,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
311,0.5191986644407346,0.49972707,0.598899,0.0,0.0,86.28261,0.95669794,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
312,0.5208681135225376,0.49948698,0.5995403,0.0,0.0,26.243876,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
313,0.5225375626043406,0.49951762,0.6000854,0.0,0.0,0.3386512,0.95669794,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
314,0.5242070116861436,0.49969137,0.60055065,0.0,0.0,93.5418,0.9499986,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
315,0.5258764607679466,0.4993355,0.60149366,0.0,0.0,147.03241,0.95669794,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
316,0.5275459098497496,0.49898833,0.6019377,0.0,0.0,0.3386512,0.57015336,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
317,0.5292153589315526,0.49973556,0.60336584,0.0,0.0,111.83729,1.2628901,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
318,0.5308848080133556,0.49946457,0.6040189,0.0,0.0,138.17029,0.9245092,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
319,0.5325542570951586,0.49919558,0.60491633,0.0,0.0,0.3386512,0.9245092,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
320,0.5342237061769616,0.50068367,0.6087674,0.0,0.0,119.89205,1.0887692,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
321,0.5358931552587646,0.50065047,0.60886693,0.0,0.0,138.88443,0.9418326,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
322,0.5375626043405676,0.500558,0.6092635,0.0,0.0,0.3386512,0.9418326,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
323,0.5392320534223706,0.50060296,0.61051565,0.0,0.0,0.3386512,0.9607477,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
324,0.5409015025041736,0.5000038,0.6108752,0.0,0.0,152.57846,0.86908925,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
325,0.5425709515859767,0.5010641,0.61194515,0.0,0.0,254.09543,0.85938,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
326,0.5442404006677797,0.49997768,0.6129041,0.0,0.0,75.10681,0.9418326,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
327,0.5459098497495827,0.49956042,0.61339897,0.0,0.0,169.53632,0.9418326,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
328,0.5475792988313857,0.5014999,0.6142331,0.0,0.0,158.02332,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
329,0.5492487479131887,0.50184923,0.6153128,0.0,0.0,32.97688,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
330,0.5509181969949917,0.50117266,0.61562485,0.0,0.0,0.3386512,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
331,0.5525876460767947,0.5016196,0.6174026,0.0,0.0,0.3386512,0.97974735,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
332,0.5542570951585977,0.50161195,0.6198515,0.0,0.0,169.08392,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
333,0.5559265442404007,0.50242364,0.6205699,0.0,0.0,101.37206,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
334,0.5575959933222037,0.5043285,0.62241673,0.0,0.0,40.004566,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
335,0.5592654424040067,0.5034277,0.6227805,0.0,0.0,50.37109,0.8885864,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
336,0.5609348914858097,0.50325185,0.624515,0.0,0.0,466.88638,1.0598314,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
337,0.5626043405676127,0.5024227,0.6258788,0.0,0.0,283.37198,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
338,0.5642737896494157,0.5022762,0.6266907,0.0,0.0,136.21571,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
339,0.5659432387312187,0.50425833,0.62810004,0.0,0.0,141.5107,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
340,0.5676126878130217,0.50377613,0.6283403,0.0,0.0,57.49698,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
341,0.5692821368948247,0.50335485,0.6300166,0.0,0.0,0.3386512,0.5433162,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
342,0.5709515859766278,0.50264907,0.6309161,0.0,0.0,136.0941,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
343,0.5726210350584308,0.50218415,0.6311354,0.0,0.0,153.8824,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
344,0.5742904841402338,0.50377697,0.6322124,0.0,0.0,115.55932,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
345,0.5759599332220368,0.50304294,0.6326784,0.0,0.0,0.3386512,1.1152354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
346,0.5776293823038398,0.5027094,0.63501185,0.0,0.0,129.43071,0.643552,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
347,0.5792988313856428,0.5016439,0.6358716,0.0,0.0,158.00365,1.0260028,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
348,0.5809682804674458,0.5016239,0.6361518,0.0,0.0,153.05428,0.9815667,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
349,0.5826377295492488,0.5028649,0.6372484,0.0,0.0,7.5290623,0.97974735,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
350,0.5843071786310517,0.5023049,0.6376089,0.0,0.0,67.66684,0.2946548,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
351,0.5859766277128547,0.5024182,0.638567,0.0,0.0,0.3386512,1.1152354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
352,0.5876460767946577,0.501432,0.6393114,0.0,0.0,123.25883,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
353,0.5893155258764607,0.50236595,0.64003146,0.0,0.0,119.38562,0.97974735,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
354,0.5909849749582637,0.5027542,0.6412851,0.0,0.0,0.3386512,0.97963697,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
355,0.5926544240400667,0.50227845,0.64286375,0.0,0.0,118.86258,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
356,0.5943238731218697,0.502085,0.64346766,0.0,0.0,384.81046,0.6505673,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
357,0.5959933222036727,0.501659,0.6439113,0.0,0.0,110.73943,0.9815667,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
358,0.5976627712854758,0.5028107,0.64501905,0.0,0.0,0.3386512,0.97974735,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
359,0.5993322203672788,0.5022267,0.64557683,0.0,0.0,92.46062,0.98013353,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
360,0.6010016694490818,0.5015396,0.6489746,0.0,0.0,0.3386512,0.9145302,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
361,0.6026711185308848,0.50055903,0.6497654,0.0,0.0,144.2442,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
362,0.6043405676126878,0.5012523,0.6501323,0.0,0.0,92.49338,0.7645362,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
363,0.6060100166944908,0.50105876,0.650195,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
364,0.6076794657762938,0.50057536,0.6527896,0.0,0.0,191.1151,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
365,0.6093489148580968,0.5000264,0.6538312,0.0,0.0,257.68573,1.3177798,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
366,0.6110183639398998,0.5000568,0.65412843,0.0,0.0,100.707245,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
367,0.6126878130217028,0.50047576,0.65566796,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
368,0.6143572621035058,0.5000478,0.6572305,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
369,0.6160267111853088,0.49971786,0.65909815,0.0,0.0,401.5024,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
370,0.6176961602671118,0.49922022,0.6595319,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
371,0.6193656093489148,0.5002169,0.66090757,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
372,0.6210350584307178,0.49983418,0.6612364,0.0,0.0,73.91588,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
373,0.6227045075125208,0.49972057,0.6631712,0.0,0.0,0.3386512,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
374,0.6243739565943238,0.4990042,0.6636659,0.0,0.0,118.22669,0.9250354,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
375,0.6260434056761269,0.4999895,0.66464114,0.0,0.0,105.03334,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
376,0.6277128547579299,0.49987462,0.66553,0.0,0.0,58.494263,0.9276618,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
377,0.6293823038397329,0.49976408,0.667414,0.0,0.0,0.3386512,0.9815667,1.0,1.0,high-progress,rollout_000575,object,0.9521475297055452
